Unnamed: 0.1,Unnamed: 0,verdict,statement_originator,statement_x,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link,Toxicity_GPT3_wNV,Fact_assessment_GPT3_wNV,Offensive Assessment,statement_y,Toxicity_GPT4_without_NV,Fact assessment_GPT4_without_NV,statement_z,Toxicity_GPT4_with_NV,Fact assessment_GPT4_with_NV,statement_w_x,Toxicity_GPT3_without_NV_x,Fact assessment_GPT3_without_NV_x,statement_w_y,Toxicity_GPT3_without_NV_y,Fact assessment_GPT3_without_NV_y,Toxicity,Fact assessment,Source Verification,Fact Assessment,Image assessment
331,231,pants-fire,Facebook posts,"""CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.""",1/24/2020,blog,Tom Kertscher,1/28/2020,https://www.politifact.com/factchecks/2020/jan/28/facebook-posts/claim-reports-10000-dead-wuhan-coronavirus-pants-f/,8,'false',,,,,"""CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.""",1.0,No verdict,"""CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.""",3.0,false,"""CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.""",3.0,false,1,False,,,
332,15806,true,Gail Buckner,"""I have filed every disclosure that has ever been required.""",6/27/2010,speech,Jim Tharpe,7/5/2010,https://www.politifact.com/factchecks/2010/jul/05/gail-buckner/financial-disclosure-becomes-issue-democratic-race/,1,'no verdict',,,,,"""I have filed every disclosure that has ever been required.""",1.0,no verdict,"""I have filed every disclosure that has ever been required.""",1.0,True,"""I have filed every disclosure that has ever been required.""",1.0,True,1,'false',,,
333,7153,true,Linda Chavez-Thompson,"""Most Texans aren't millionaires.""",1/4/2010,speech,W. Gardner Selby,1/19/2010,https://www.politifact.com/factchecks/2010/jan/20/linda-chavez-thompson/says-most-texans-arent-millionaires/,1,true,,,,,"""Most Texans aren't millionaires.""",1.0,True,"""Most Texans aren't millionaires.""",1.0,true,"""Most Texans aren't millionaires.""",1.0,true,1,True,,,
334,3394,mostly-false,Facebook posts,"""Michigan prosecutor looks to release 90 convicted murderers serving life sentences.""",2/3/2020,social_media,Tom Kertscher,2/18/2020,https://www.politifact.com/factchecks/2020/feb/18/facebook-posts/prosecutor-looks-release-90-murderers-michigan-s-m/,1,true,,,,,"""Michigan prosecutor looks to release 90 convicted murderers serving life sentences.""",1.0,No verdict,"""Michigan prosecutor looks to release 90 convicted murderers serving life sentences.""",1.0,True,"""Michigan prosecutor looks to release 90 convicted murderers serving life sentences.""",1.0,True,1,'false',,,
335,17906,half-true,Charlie Crist,"The economic ""turnaround started at the end of my term.""",3/9/2014,news,Amy Sherman,3/11/2014,https://www.politifact.com/factchecks/2014/mar/11/charlie-crist/charlie-crist-says-economic-turnaround-started-end/,2,'false',,,,,"The economic ""turnaround started at the end of my term.""",,no verdict,"The economic ""turnaround started at the end of my term.""",2.0,False,"The economic ""turnaround started at the end of my term.""",2.0,False,1,,Missing,False,
336,20148,true,Hillary Clinton,"""We've had Muslims in America since George Washington.""",10/9/2016,speech,Miriam Valverde,10/13/2016,https://www.politifact.com/factchecks/2016/oct/13/hillary-clinton/clinton-sys-muslims-have-been-america-george-washi/,1,True,,,,,"""We've had Muslims in America since George Washington.""",1.0,True,"""We've had Muslims in America since George Washington.""",1.0,true,"""We've had Muslims in America since George Washington.""",1.0,true,1,True,,,
337,17501,half-true,Dennis Jones,Says required state septic inspections would cost septic tank owners $100 to $150 every five years.,1/26/2011,testimony,Aaron Sharockman,1/27/2011,https://www.politifact.com/factchecks/2011/jan/27/dennis-jones/florida-septic-tank-inspections/,1,True,,,,,Says required state septic inspections would cost septic tank owners $100 to $150 every five years.,1.0,no verdict,Says required state septic inspections would cost septic tank owners $100 to $150 every five years.,1.0,'true',Says required state septic inspections would cost septic tank owners $100 to $150 every five years.,1.0,'true',1,Undetermined,,,
338,6921,false,Tony Thurmond,"Says Marshall Tuck ""is backed by Donald Trump’s education advisor"" pictured as Betsy DeVos.",10/11/2018,campaign,Chris Nichols,11/5/2018,https://www.politifact.com/factchecks/2018/nov/05/tony-thurmond/ad-wrongly-implies-marshall-tuck-backed-betsy-devo/,1,False,,,,,"Says Marshall Tuck ""is backed by Donald Trump’s education advisor"" pictured as Betsy DeVos.",1.0,no verdict,"Says Marshall Tuck ""is backed by Donald Trump’s education advisor"" pictured as Betsy DeVos.",2.0,true,"Says Marshall Tuck ""is backed by Donald Trump’s education advisor"" pictured as Betsy DeVos.",2.0,true,1,False,,,
339,10531,pants-fire,Steve Kirsch,"""Pfizer vaccine kills more people than it saves.""",9/14/2021,social_media,Tom Kertscher,9/22/2021,https://www.politifact.com/factchecks/2021/sep/22/steve-kirsch/no-evidence-pfizer-vaccine-causes-deaths/,8,False,,,,,"""Pfizer vaccine kills more people than it saves.""",1.0,False,"""Pfizer vaccine kills more people than it saves.""",8.0,false,"""Pfizer vaccine kills more people than it saves.""",8.0,false,1,False,,,
340,13965,false,Bloggers,"Heart complications are one symptom ""listed"" for the omicron variant and are being ""used to cover up effects"" of COVID-19 vaccines.",11/28/2021,blog,Tom Kertscher,12/2/2021,https://www.politifact.com/factchecks/2021/dec/02/blog-posting/heart-complications-arent-yet-listed-symptom-omicr/,8,False,,,,,"Heart complications are one symptom ""listed"" for the omicron variant and are being ""used to cover up effects"" of COVID-19 vaccines.",1.0,False,"Heart complications are one symptom ""listed"" for the omicron variant and are being ""used to cover up effects"" of COVID-19 vaccines.",9.0,false,"Heart complications are one symptom ""listed"" for the omicron variant and are being ""used to cover up effects"" of COVID-19 vaccines.",9.0,false,1,false,,,
341,19401,half-true,Romaine Quinn,"Says Gov. Evers ""has refused to identify or discipline the staff member who secretly taped"" a conversation with GOP leaders.",6/18/2020,radio,Haley BeMiller,6/29/2020,https://www.politifact.com/factchecks/2020/jun/29/romaine-quinn/wisconsin-gop-lawmaker-quinn-only-partially-right-/,2,'no verdict',,,,,"Says Gov. Evers ""has refused to identify or discipline the staff member who secretly taped"" a conversation with GOP leaders.",1.0,no verdict,"Says Gov. Evers ""has refused to identify or discipline the staff member who secretly taped"" a conversation with GOP leaders.",2.0,false,"Says Gov. Evers ""has refused to identify or discipline the staff member who secretly taped"" a conversation with GOP leaders.",2.0,false,1,'true',,,
342,17749,false,Donald Trump,"Speaking of immigration cases, says, ""We have thousands of judges.""",5/24/2018,news,Miriam Valverde,5/30/2018,https://www.politifact.com/factchecks/2018/may/30/donald-trump/donald-trumps-false-claim-about-thousands-immigrat/,1,'true',,,,,"Speaking of immigration cases, says, ""We have thousands of judges.""",1.0,No verdict,"Speaking of immigration cases, says, ""We have thousands of judges.""",1.0,true,"Speaking of immigration cases, says, ""We have thousands of judges.""",1.0,true,1,False,,,
343,8527,mostly-false,Bloggers,"""Biden is making ‘maternity flight suits’ so pregnant women can fight in the military.""",3/9/2021,blog,Ciara O'Rourke,3/10/2021,https://www.politifact.com/factchecks/2021/mar/10/blog-posting/air-force-introduced-maternity-flight-duty-uniform/,1,False,,,,,"""Biden is making ‘maternity flight suits’ so pregnant women can fight in the military.""",1.0,false,"""Biden is making ‘maternity flight suits’ so pregnant women can fight in the military.""",2.0,False,"""Biden is making ‘maternity flight suits’ so pregnant women can fight in the military.""",2.0,False,1,False,,,
344,11446,pants-fire,Viral image,"Says Donald Trump tweeted that the Confederate flag is ""a symbol of LOVE!! Plantations kept black people employed and gave them free food and housing!!! Black unemployment was VERY low back then like now with ME as your President!!""",7/18/2020,social_media,Ciara O'Rourke,7/20/2020,https://www.politifact.com/factchecks/2020/jul/20/viral-image/no-trump-didnt-tweet-about-confederate-flag/,10,False,,,,,"Says Donald Trump tweeted that the Confederate flag is ""a symbol of LOVE!! Plantations kept black people employed and gave them free food and housing!!! Black unemployment was VERY low back then like now with ME as your President!!""",1.0,False,"Says Donald Trump tweeted that the Confederate flag is ""a symbol of LOVE!! Plantations kept black people employed and gave them free food and housing!!! Black unemployment was VERY low back then like now with ME as your President!!""",10.0,False,"Says Donald Trump tweeted that the Confederate flag is ""a symbol of LOVE!! Plantations kept black people employed and gave them free food and housing!!! Black unemployment was VERY low back then like now with ME as your President!!""",10.0,False,1,False,,,
345,1174,mostly-true,DuBose Porter,Says there are half as many students in one Georgia technical college than there were two years ago.,8/12/2013,meeting,Eric Stirgus,8/12/2013,https://www.politifact.com/factchecks/2013/aug/12/dubose-porter/hope-changes-hurt-enrollment-porter-says/,1,'true',,,,,Says there are half as many students in one Georgia technical college than there were two years ago.,1.0,No verdict,Says there are half as many students in one Georgia technical college than there were two years ago.,1.0,True,Says there are half as many students in one Georgia technical college than there were two years ago.,1.0,True,1,'unknown',,,
346,20723,pants-fire,Chain email,"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to ""provisions incorporated in the Obamacare legislation, purposely delayed so as not to 'confuse' the 2012 re-election campaigns.""",9/24/2011,email,Angie Drobnic Holan,10/27/2011,https://www.politifact.com/factchecks/2011/oct/27/chain-email/medicare-premiums-going-due-obamacare-chain-e-mail/,7,False,,,,,"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to ""provisions incorporated in the Obamacare legislation, purposely delayed so as not to 'confuse' the 2012 re-election campaigns.""",1.0,false,"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to ""provisions incorporated in the Obamacare legislation, purposely delayed so as not to 'confuse' the 2012 re-election campaigns.""",1.0,false,"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to ""provisions incorporated in the Obamacare legislation, purposely delayed so as not to 'confuse' the 2012 re-election campaigns.""",1.0,false,1,False,,,
347,10685,true,John McCain,"""The fact is it's not amnesty.""",1/5/2008,speech,Adriel Bettelheim,1/15/2008,https://www.politifact.com/factchecks/2008/jan/15/john-mccain/and-its-no-free-ride/,1,'true',,,,,"""The fact is it's not amnesty.""",1.0,No verdict,"""The fact is it's not amnesty.""",1.0,true,"""The fact is it's not amnesty.""",1.0,true,1,'false',,,
348,891,mostly-true,Eric Cantor,"Dave Brat ""worked on Democrat Gov. Tim Kaine’s Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.""",4/22/2014,advertisement,Nancy Madsen,4/28/2014,https://www.politifact.com/factchecks/2014/apr/28/eric-cantor/eric-cantor-says-dave-brat-advised-served-economic/,1,True,,,,,"Dave Brat ""worked on Democrat Gov. Tim Kaine’s Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.""",1.0,no verdict,"Dave Brat ""worked on Democrat Gov. Tim Kaine’s Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.""",2.0,true,"Dave Brat ""worked on Democrat Gov. Tim Kaine’s Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.""",2.0,true,1,False,,,
349,5259,true,Fair Districts Florida,"""In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!""",6/23/2010,blog,Cristina Silva,6/24/2010,https://www.politifact.com/factchecks/2010/jun/24/fair-districts-florida/incumbents-hard-beat/,2,True,,,,,"""In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!""",1.0,No verdict,"""In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!""",1.0,True,"""In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!""",1.0,True,1,'false',,,
350,17882,mostly-true,Howard Schultz,"""Over 40 percent of the American people don't have $400 in the bank.""",1/27/2019,news,Tom Kertscher,1/29/2019,https://www.politifact.com/factchecks/2019/jan/29/howard-schultz/checking-howard-schultzs-claim-40-percent-american/,1,true,,,,,"""Over 40 percent of the American people don't have $400 in the bank.""",1.0,True,"""Over 40 percent of the American people don't have $400 in the bank.""",1.0,True,"""Over 40 percent of the American people don't have $400 in the bank.""",1.0,True,1,True,,,
351,16535,half-true,Charlie Crist,"""It costs more to live in many Florida cities than New York City.""",5/4/2022,news,Yacob Reyes,5/16/2022,https://www.politifact.com/factchecks/2022/may/16/charlie-crist/florida-rents-are-high-crist-exaggerates-new-york-/,1,'no verdict',,,,,"""It costs more to live in many Florida cities than New York City.""",1.0,False,"""It costs more to live in many Florida cities than New York City.""",1.0,false,"""It costs more to live in many Florida cities than New York City.""",1.0,false,1,False,,,
352,20308,false,Ted Cruz,"""Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming.""",12/8/2015,news,Linda Qiu,12/14/2015,https://www.politifact.com/factchecks/2015/dec/14/ted-cruz/ted-cruz-misquotes-cia-official-makes-false-claim-/,3,False,,,,,"""Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming.""",1.0,False,"""Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming.""",1.0,False,"""Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming.""",1.0,False,1,False,,,
